Gene_ID,Gene_Name,Drug_ID,Drug_Name
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D06307,Vinleurosine sulfate (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D06308,Vinrosidine sulfate (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D06309,Vinzolidine sulfate (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D06397,Estramustine phosphate sodium hydrate (JAN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D06560,Batabulin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D06576,Cevipabulin fumarate (USAN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D07866,Docetaxel (JAN/INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D08675,Vinblastine (INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D08679,Vincristine (INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D08680,Vinorelbine (INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D08889,Cevipabulin succinate (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D08914,Eribulin mesylate (USAN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D09032,Vinflunine ditartrate (USAN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D09587,Brentuximab vedotin (USAN/INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D09691,Vedotin (USAN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D09755,Cabazitaxel (USAN/INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D09912,Glembatumumab vedotin (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D09927,Lorvotuzumab mertansine (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D09980,Trastuzumab emtansine (USAN/INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D10013,Indibulin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D10029,Verubulin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D10030,Verubulin hydrochloride (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D10073,Lexibulin (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D10452,Cabazitaxel acetonate (JAN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D10454,Cantuzumab ravtansine (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D10954,Mirvetuximab soravtansine (USAN/INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11228,Soravtansine (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11232,Denintuzumab mafodotin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11238,Lifastuzumab vedotin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11494,Lisavanbulin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11525,Enfortumab vedotin (USAN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11595,Belantamab mafodotin (USAN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11681,Avanbulin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11691,Tirbanibulin (JAN/USAN/INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11692,Tirbanibulin mesylate (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D11814,Tisotumab vedotin (USAN/INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12183,Farletuzumab ecteribulin (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12210,Ozuriftmab vedotin (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12220,Mecbotamab vedotin
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12310,Tusamitamab ravtansine (USAN/INN);
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12519,Sabizabulin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12520,Sabizabulin hydrochloride (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12582,Opadotin (USAN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12583,Anvatabart opadotin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12916,Oberotatug ravtansine (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D12989,Disitamab vedotin (USAN/INN)
hsa:10381,"TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin beta 3 class III",dr:D13007,Sigvotatug vedotin (USAN/INN)
hsa:842,"CASP9, APAF-3, APAF3, ICE-LAP6, MCH6, PPP1R56; caspase 9",dr:D11195,Rimiducid (USAN/INN)
hsa:4842,"NOS1, IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS; nitric oxide synthase 1",dr:D05479,Pimagedine hydrochloride (USAN);
hsa:4842,"NOS1, IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS; nitric oxide synthase 1",dr:D09018,Tilarginine acetate (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D00491,Paclitaxel (JAN/USP/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D00570,Colchicine (JP18/USP);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D01068,Vinblastine sulfate (JP18/USP);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D01769,Vindesine sulfate (JAN/USAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D01919,Soblidotin (JAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D01935,Vinorelbine tartrate (USP);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D02165,Docetaxel (USP);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D02197,Vincristine sulfate (JP18/USP);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D02398,Estramustine phosphate sodium (USAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D03059,Batabulin sodium (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D03364,Cantuzumab mertansine (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D04066,Estramustine (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D04645,Ixabepilone (JAN/USAN/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D04864,Maytansine (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D05062,Mivobulin isethionate (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D05333,Paclitaxel poliglumex (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06001,Taltobulin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06009,Tasidotin hydrochloride (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06304,Vindesine (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06305,Vinepidine sulfate (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06306,Vinglycinate sulfate (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06307,Vinleurosine sulfate (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06308,Vinrosidine sulfate (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06309,Vinzolidine sulfate (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06397,Estramustine phosphate sodium hydrate (JAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06560,Batabulin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D06576,Cevipabulin fumarate (USAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D07866,Docetaxel (JAN/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D08675,Vinblastine (INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D08679,Vincristine (INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D08680,Vinorelbine (INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D08889,Cevipabulin succinate (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D08914,Eribulin mesylate (USAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D09032,Vinflunine ditartrate (USAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D09587,Brentuximab vedotin (USAN/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D09691,Vedotin (USAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D09755,Cabazitaxel (USAN/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D09912,Glembatumumab vedotin (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D09927,Lorvotuzumab mertansine (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D09980,Trastuzumab emtansine (USAN/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D10013,Indibulin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D10029,Verubulin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D10030,Verubulin hydrochloride (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D10073,Lexibulin (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D10452,Cabazitaxel acetonate (JAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D10454,Cantuzumab ravtansine (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D10954,Mirvetuximab soravtansine (USAN/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11228,Soravtansine (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11232,Denintuzumab mafodotin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11238,Lifastuzumab vedotin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11494,Lisavanbulin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11525,Enfortumab vedotin (USAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11595,Belantamab mafodotin (USAN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11681,Avanbulin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11691,Tirbanibulin (JAN/USAN/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11692,Tirbanibulin mesylate (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D11814,Tisotumab vedotin (USAN/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12183,Farletuzumab ecteribulin (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12210,Ozuriftmab vedotin (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12220,Mecbotamab vedotin
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12310,Tusamitamab ravtansine (USAN/INN);
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12519,Sabizabulin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12520,Sabizabulin hydrochloride (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12582,Opadotin (USAN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12583,Anvatabart opadotin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12916,Oberotatug ravtansine (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D12989,Disitamab vedotin (USAN/INN)
hsa:347733,"TUBB2B, CDCBM7, PMGYSA, bA506K6.1; tubulin beta 2B class IIb",dr:D13007,Sigvotatug vedotin (USAN/INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D00536,Felbamate (USPINN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D00711,Ketamine hydrochloride (JP18/USP);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D00774,Orphenadrine citrate (USP);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D00775,Riluzole (JAN/USP/INN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D00777,Amantadine hydrochloride (JP18/USP);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D00848,Dextromethorphan hydrobromide (USP);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D02102,Methadone hydrochloride (JAN/USP);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D02410,Selfotel (USAN/INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D02599,Orphenadrine hydrochloride;
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D02780,Acamprosate calcium (JAN/USAN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D02973,Aptiganel hydrochloride (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D03679,Delucemine hydrochloride (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D03742,Dextromethorphan (USP)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D03744,Dextromethorphan polistirex (USAN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D03746,Dextrorphan hydrochloride (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D03878,Dizocilpine maleate (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D04308,Gavestinel (USAN/INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D04728,Licostinel (USAN/INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D04905,Memantine hydrochloride (JAN/USP);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D05447,Perzinfotel (USAN/INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D05453,Phencyclidine hydrochloride (USAN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D05714,Remacemide hydrochloride (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D06146,Tiletamine hydrochloride (USP)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D07058,Acamprosate (INN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D07283,Esketamine (USAN/INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D07306,Budipine (INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D07441,Amantadine (INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D07589,Budipine hydrochloride;
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D08098,Ketamine (INN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D08121,Levomethadone (INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D08122,Levomethadone hydrochloride;
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D08174,Memantine (INN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D08195,Methadone (BAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D08305,Orphenadrine (INN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D08596,Tiletamine (INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D09917,Latrepirdine (USAN/INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D09918,Latrepirdine dihydrochloride (USAN);
